Nom recette,Nombre de commentaires,Ingrédient,Quantité,AG saturés (g),"Energie, Règlement UE N° 1169/2011 (kJ)","Energie, Règlement UE N° 1169/2011 (kcal)",Glucides (g),Lipides (g),Protéines (g),Sel chlorure de sodium (g),Sucres (g)
Cannelloni de viande,75.0,sauce tomate,2.0,0.0766,,,0.1618,0.284,0.0788,0.0262,0.092
Cannelloni de viande,75.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Cannelloni de viande,75.0,viande hachee,87.5,2.625,669.375,159.25,0.21,7.034999999999999,23.8,0.175,0.009625
Cannelloni à la Florentine ( épinards et viande ),15.0,ail,7.5,0.015,109.5,25.8,4.71,0.05775,1.2525,0.00825,0.18225
Cannelloni à la Florentine ( épinards et viande ),15.0,coulis de tomate,62.5,0.05,,,5.33125,0.125,1.28125,0.55,3.4375
Cannelloni à la Florentine ( épinards et viande ),15.0,epinard,50.0,0.065,58.5,14.05,0.0,0.35,1.69,0.015,0.0
Cannelloni à la Florentine ( épinards et viande ),15.0,gruyere rape,25.0,4.95,440.0,105.75,0.0,8.65,6.975,0.2,0.0
Cannelloni à la Florentine ( épinards et viande ),15.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.998,0.0,0.0,0.0
Cannelloni à la Florentine ( épinards et viande ),15.0,oeuf,13.75,0.411125,79.0625,18.975,0.0976249999999999,1.302125,1.71875,0.0275,0.050875
Cannelloni à la Florentine ( épinards et viande ),15.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Cannelloni à la Florentine ( épinards et viande ),15.0,persil,5.0,0.005,9.0,2.15,0.174,0.0315,0.1855,0.0295,0.0475
Cannelloni à la Florentine ( épinards et viande ),15.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Cannelloni à la Florentine ( épinards et viande ),15.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Cannelloni à la Florentine ( épinards et viande ),15.0,viande hachee,87.5,2.625,669.375,159.25,0.21,7.034999999999999,23.8,0.175,0.009625
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,ail,1.6666666666666667,0.0033333333333333,24.333333333333336,5.733333333333333,1.0466666666666666,0.0128333333333333,0.2783333333333333,0.0018333333333333,0.0405
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,canneloni,41.66666666666666,0.7958333333333333,213.3333333333333,50.83333333333333,4.916666666666667,2.458333333333333,1.825,0.2499999999999999,1.7916666666666663
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,feuille de laurier,0.1666666666666666,0.0037999999999999,2.466666666666667,0.5883333333333333,0.081,0.0139333333333333,0.0126833333333333,9.666666666666668e-05,0.081
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,gruyere,33.333333333333336,6.600000000000001,586.6666666666667,141.00000000000003,0.0,11.533333333333337,9.3,0.2666666666666667,0.0
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.998,0.0,0.0,0.0
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,jambon,50.0,0.62,250.5,59.5,0.515,1.83,10.15,0.91,0.41
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,oignon,16.666666666666668,0.0,28.16666666666667,6.700000000000001,1.1216666666666668,0.0,0.26,0.0,0.8333333333333335
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,oignon,33.333333333333336,0.0,56.33333333333334,13.400000000000002,2.2433333333333336,0.0,0.52,0.0,1.666666666666667
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,persil,2.5,0.0025,4.5,1.075,0.087,0.01575,0.09275,0.01475,0.02375
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,thym,2.0,0.0093999999999999,8.92,2.14,0.21,0.0336,0.1112,0.00046,
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,tomates pelee,62.5,0.028125,48.0625,11.4375,1.18125,0.175,0.66875,0.175,1.175
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,viande hachee,83.33333333333333,2.5,637.5,151.66666666666666,0.1999999999999999,6.699999999999999,22.666666666666664,0.1666666666666666,0.0091666666666666
Cannellonis farcis à la viande et au jambon (19ème rencontre),10.0,vin blanc,16.666666666666668,0.0,,,0.6733333333333335,0.0,0.0,0.00105,0.0283333333333333
Chausson de viande aux épices d'Emilie,14.0,ail,2.5,0.005,36.5,8.6,1.57,0.01925,0.4175,0.00275,0.06075
Chausson de viande aux épices d'Emilie,14.0,boeuf hache,50.0,3.325,481.5,115.5,0.0009,7.55,11.9,0.105,0.0
Chausson de viande aux épices d'Emilie,14.0,cannelle,0.625,0.00275,6.25,1.51875,0.171875,0.007625,0.0241875,0.00015625,0.0135625
Chausson de viande aux épices d'Emilie,14.0,carotte,31.25,0.0059375,24.625,5.90625,0.8125,0.03125,0.171875,0.0159375,0.40625
Chausson de viande aux épices d'Emilie,14.0,concentre de tomate,31.25,0.0290625,130.9375,31.0,5.34375,0.165625,1.375,0.084375,4.15625
Chausson de viande aux épices d'Emilie,14.0,cumin en poudre,0.625,0.009625,11.125,2.66875,0.210625,0.139375,0.11125,0.002625,0.0140625
Chausson de viande aux épices d'Emilie,14.0,gingembre,0.625,0.01625,8.8125,2.09375,0.364375,0.0265,0.056125,0.000425,0.0211874999999999
Chausson de viande aux épices d'Emilie,14.0,oeuf,13.75,0.411125,79.0625,18.975,0.0976249999999999,1.302125,1.71875,0.0275,0.050875
Chausson de viande aux épices d'Emilie,14.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Chausson de viande aux épices d'Emilie,14.0,paprika,1.25,0.02675,16.5,3.9875,0.23875,0.16125,0.17625,0.002125,0.12875
Chausson de viande aux épices d'Emilie,14.0,pate brisee,50.0,8.05,1040.0,248.5,30.55,11.95,4.155,0.625,1.61
Chausson de viande aux épices d'Emilie,14.0,piment,2.0,0.00062,,,0.154,0.0064,0.0374,0.0004,0.106
Chausson de viande aux épices d'Emilie,14.0,poivre,0.625,0.018125,8.625,2.0625,0.246875,0.046875,0.083125,0.000225,0.004
Chausson de viande aux épices d'Emilie,14.0,poivron,75.0,0.1425,112.5,26.85,3.9975,0.45,0.75,0.0,3.675
Chausson à la viande,7.0,ail,2.0,0.004,29.2,6.88,1.256,0.0154,0.3339999999999999,0.0022,0.0486
Chausson à la viande,7.0,carotte,31.25,0.0059375,24.625,5.90625,0.8125,0.03125,0.171875,0.0159375,0.40625
Chausson à la viande,7.0,celeri,1.25,,,,0.0575,0.01075,0.01625,0.001875,0.035
Chausson à la viande,7.0,echalote,5.0,0.006,14.1,3.345,0.615,0.02,0.1,0.0,0.19
Chausson à la viande,7.0,jaune d'oeuf,6.875,0.0009625,,,0.5025624999999999,0.006875,0.0474374999999999,0.0,0.5025624999999999
Chausson à la viande,7.0,lardons fume,25.0,3.15,335.0,81.0,0.5,6.125,5.95,0.95,
Chausson à la viande,7.0,laurier,2.0,0.0455999999999999,29.6,7.06,0.972,0.1672,0.1522,0.00116,0.972
Chausson à la viande,7.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Chausson à la viande,7.0,pates feuilletee,50.0,5.05,630.0,150.5,13.05,8.9,4.195,0.715,1.515
Chausson à la viande,7.0,persil,2.0,0.002,3.6,0.86,0.0696,0.0126,0.0742,0.0118,0.019
Chausson à la viande,7.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Chausson à la viande,7.0,poivron rouge,37.5,0.0,56.625,13.3875,2.44875,0.0,0.3525,0.0,2.2875
Chausson à la viande,7.0,puree de tomate,62.5,0.053125,124.375,29.4375,4.7125,0.25,0.875,0.31875,2.275
Chausson à la viande,7.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Chausson à la viande,7.0,thym,2.0,0.0093999999999999,8.92,2.14,0.21,0.0336,0.1112,0.00046,
Chausson à la viande,7.0,viande hachee,62.5,1.875,478.125,113.75,0.15,5.025,17.0,0.125,0.006875
Chausson à la viande,7.0,vin rouge,18.75,0.0,63.9375,15.39375,0.493125,0.0,0.013125,0.00046875,0.11625
Chausson à la viande pour deux,34.0,ail,5.0,0.01,73.0,17.2,3.14,0.0385,0.835,0.0055,0.1215
Chausson à la viande pour deux,34.0,echalote,20.0,0.024,56.4,13.38,2.46,0.08,0.4,0.0,0.76
Chausson à la viande pour deux,34.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.998,0.0,0.0,0.0
Chausson à la viande pour deux,34.0,pate feuilletee,100.0,15.9,2220.0,531.0,54.1,31.0,7.88,1.57,0.3
Chausson à la viande pour deux,34.0,persil,7.5,0.0075,13.5,3.225,0.261,0.0472499999999999,0.27825,0.04425,0.07125
Chausson à la viande pour deux,34.0,poivron vert,75.0,0.075,90.0,21.45,2.6475,0.225,0.9375,0.0,2.325
Chausson à la viande pour deux,34.0,sauce tomate,22.5,0.86175,,,1.82025,3.195,0.8865000000000001,0.29475,1.035
Chausson à la viande pour deux,34.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Chausson à la viande pour deux,34.0,steak,200.0,1.46,1746.0,416.0,41.6,14.2,26.8,2.0,7.94
Chaussons de viande au curry,74.0,curry,7.5,0.12375,92.25,22.575,0.1972499999999999,1.05,1.0875,0.00975,0.1972499999999999
Chaussons de viande au curry,74.0,huile d'olive,2.5,0.38,92.5,22.5,0.0,2.4975,0.0,0.0,0.0
Chaussons de viande au curry,74.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Chaussons de viande au curry,74.0,pate brisee,100.0,16.1,2080.0,497.0,61.1,23.9,8.31,1.25,3.22
Chaussons de viande au curry,74.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Chaussons de viande au curry,74.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Chaussons de viande au curry,74.0,steak,200.0,1.46,1746.0,416.0,41.6,14.2,26.8,2.0,7.94
Chou blanc à la viande hachée (recette allemande),79.0,carvi,2.5,0.0155,34.5,8.35,0.2975,0.365,0.495,0.0010749999999999,0.016
Chou blanc à la viande hachée (recette allemande),79.0,chou blanc,1.25,0.003375,1.9125,0.45625,0.0578749999999999,0.0075,0.0172499999999999,0.0004125,0.0525
Chou blanc à la viande hachée (recette allemande),79.0,creme fraiche epaisse,41.66666666666666,0.2041666666666666,500.0,117.91666666666666,22.416666666666664,0.7791666666666667,4.624999999999999,0.1458333333333333,1.0583333333333331
Chou blanc à la viande hachée (recette allemande),79.0,huile,2.0,0.27,74.0,18.0,0.0,1.998,0.0042,0.000196,0.0
Chou blanc à la viande hachée (recette allemande),79.0,lait,33.333333333333336,0.3533333333333333,66.33333333333334,15.766666666666667,1.606666666666667,0.53,1.106666666666667,0.0306666666666666,1.5400000000000005
Chou blanc à la viande hachée (recette allemande),79.0,oeuf,27.5,0.82225,158.125,37.95,0.1952499999999999,2.60425,3.4375,0.055,0.10175
Chou blanc à la viande hachée (recette allemande),79.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Chou blanc à la viande hachée (recette allemande),79.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Chou blanc à la viande hachée (recette allemande),79.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Chou blanc à la viande hachée (recette allemande),79.0,viande hachee,83.33333333333333,2.5,637.5,151.66666666666666,0.1999999999999999,6.699999999999999,22.666666666666664,0.1666666666666666,0.0091666666666666
Courgettes farcies à la viande,43.0,ail,2.5,0.005,36.5,8.6,1.57,0.01925,0.4175,0.00275,0.06075
Courgettes farcies à la viande,43.0,basilic,1.25,0.001625,1.8125,0.435,0.031875,0.0058749999999999,0.041875,0.00035,0.004625
Courgettes farcies à la viande,43.0,courgette,200.0,0.2,129.8,31.0,2.8,0.72,1.86,0.196,2.78
Courgettes farcies à la viande,43.0,gruyere,2.0,0.396,35.2,8.46,0.0,0.6920000000000001,0.5579999999999999,0.016,0.0
Courgettes farcies à la viande,43.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Courgettes farcies à la viande,43.0,pain,37.5,0.13875,438.75,103.5,20.4,0.6037500000000001,3.37875,0.48,1.0275
Courgettes farcies à la viande,43.0,parmesan rape,25.0,5.15,422.5,101.5,0.0,7.75,7.625,0.3925,0.0
Courgettes farcies à la viande,43.0,persil,1.25,0.00125,2.25,0.5375,0.0435,0.007875,0.046375,0.007375,0.011875
Courgettes farcies à la viande,43.0,tomate,62.5,0.0,52.6875,12.5625,1.89375,0.0,0.3125,0.0,1.625
Courgettes farcies à la viande,43.0,viande hachee,112.5,3.375,860.625,204.75,0.27,9.044999999999998,30.6,0.225,0.0123749999999999
Courgettes rondes farcies à la viande parfum curry,18.0,boeuf hache,33.333333333333336,2.216666666666667,321.00000000000006,77.00000000000001,0.0006,5.033333333333334,7.933333333333334,0.07,0.0
Courgettes rondes farcies à la viande parfum curry,18.0,concentre de tomate,20.83333333333333,0.0193749999999999,87.29166666666666,20.666666666666664,3.5625,0.1104166666666666,0.9166666666666669,0.05625,2.770833333333333
Courgettes rondes farcies à la viande parfum curry,18.0,courgette,200.0,0.2,129.8,31.0,2.8,0.72,1.86,0.196,2.78
Courgettes rondes farcies à la viande parfum curry,18.0,creme liquide,16.666666666666668,0.48,53.0,12.700000000000005,0.8800000000000001,0.7166666666666667,0.5316666666666667,0.0183333333333333,0.7400000000000001
Courgettes rondes farcies à la viande parfum curry,18.0,curry,0.8333333333333334,0.01375,10.25,2.5083333333333333,0.0219166666666666,0.1166666666666666,0.1208333333333333,0.0010833333333333,0.0219166666666666
Courgettes rondes farcies à la viande parfum curry,18.0,farce,33.333333333333336,1.08,167.66666666666669,40.66666666666667,0.6666666666666667,3.2233333333333336,1.8300000000000003,0.2333333333333333,0.2933333333333333
Courgettes rondes farcies à la viande parfum curry,18.0,fromage rape,2.0,0.352,26.4,6.4,0.0,0.53,0.4039999999999999,0.0332,0.00042
Courgettes rondes farcies à la viande parfum curry,18.0,oeuf,18.33333333333333,0.5481666666666667,105.41666666666666,25.3,0.1301666666666666,1.7361666666666666,2.2916666666666665,0.0366666666666666,0.0678333333333333
Courgettes rondes farcies à la viande parfum curry,18.0,oignon,16.666666666666668,0.0,28.16666666666667,6.700000000000001,1.1216666666666668,0.0,0.26,0.0,0.8333333333333335
Courgettes rondes farcies à la viande parfum curry,18.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Courgettes rondes farcies à la viande parfum curry,18.0,riz,50.0,0.038,307.5,72.5,15.9,0.205,1.53,0.0,0.0
Courgettes rondes farcies à la viande parfum curry,18.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Curry de viande (méthode khmère),7.0,carotte,50.0,0.0095,39.4,9.45,1.3,0.05,0.275,0.0255,0.65
Curry de viande (méthode khmère),7.0,curry,56.25,0.928125,691.875,169.3125,1.479375,7.875,8.15625,0.073125,1.479375
Curry de viande (méthode khmère),7.0,echalote,25.0,0.03,70.5,16.725,3.075,0.1,0.5,0.0,0.95
Curry de viande (méthode khmère),7.0,lait de coco,250.0,41.25,1937.5,470.0,8.5,46.0,4.425,0.1875,5.25
Curry de viande (méthode khmère),7.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Curry de viande (méthode khmère),7.0,pomme de terre,100.0,0.026,390.0,91.9,20.1,0.1,1.96,0.0036,1.7
Curry de viande (méthode khmère),7.0,viande,125.0,3.75,956.25,227.5,0.3,10.05,34.0,0.25,0.01375
Dinde farcie aux deux viandes et entourée de marrons,13.0,ail,2.5,0.005,36.5,8.6,1.57,0.01925,0.4175,0.00275,0.06075
Dinde farcie aux deux viandes et entourée de marrons,13.0,beurre,5.0,2.77,155.0,37.65,0.045,4.145,0.0344999999999999,0.00315,0.0414999999999999
Dinde farcie aux deux viandes et entourée de marrons,13.0,echalote,15.0,0.018,42.3,10.035000000000002,1.845,0.06,0.3,0.0,0.57
Dinde farcie aux deux viandes et entourée de marrons,13.0,hache de veau,37.5,0.705,215.625,51.375,1.3125,2.13,6.6375,0.4875,0.525
Dinde farcie aux deux viandes et entourée de marrons,13.0,lait,12.5,0.1325,24.875,5.9125,0.6025,0.19875,0.415,0.0115,0.5775
Dinde farcie aux deux viandes et entourée de marrons,13.0,marron,25.0,0.0,342.5,81.0,19.875,0.0,0.235,0.02,14.15
Dinde farcie aux deux viandes et entourée de marrons,13.0,oeuf,6.875,0.2055625,39.53125,9.4875,0.0488124999999999,0.6510625,0.859375,0.01375,0.0254375
Dinde farcie aux deux viandes et entourée de marrons,13.0,oignon,12.5,0.0,21.125,5.025,0.84125,0.0,0.195,0.0,0.625
Dinde farcie aux deux viandes et entourée de marrons,13.0,pain,12.5,0.04625,146.25,34.5,6.8,0.20125,1.12625,0.16,0.3425
Dinde farcie aux deux viandes et entourée de marrons,13.0,persil,7.5,0.0075,13.5,3.225,0.261,0.0472499999999999,0.27825,0.04425,0.07125
Dinde farcie aux deux viandes et entourée de marrons,13.0,poitrine fumee,18.75,1.760625,234.375,56.8125,0.148125,4.89375,2.925,0.451875,0.140625
Dinde farcie aux deux viandes et entourée de marrons,13.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Dinde farcie aux deux viandes et entourée de marrons,13.0,puree de marron,25.0,0.0,,,14.95,0.175,0.2825,0.0,10.75
Dinde farcie aux deux viandes et entourée de marrons,13.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Dinde farcie aux deux viandes et entourée de marrons,13.0,vin blanc,7.5,0.0,,,0.303,0.0,0.0,0.0004725,0.01275
Délice de poireaux et viande hachée,33.0,ail,2.5,0.005,36.5,8.6,1.57,0.01925,0.4175,0.00275,0.06075
Délice de poireaux et viande hachée,33.0,creme liquide,50.0,1.44,159.0,38.1,2.64,2.15,1.595,0.055,2.22
Délice de poireaux et viande hachée,33.0,cube de bouillon,12.5,0.135,104.0,24.625,3.8625,0.3875,1.35,6.025,0.275
Délice de poireaux et viande hachée,33.0,gingembre,1.25,0.0325,17.625,4.1875,0.72875,0.053,0.11225,0.00085,0.0423749999999999
Délice de poireaux et viande hachée,33.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Délice de poireaux et viande hachée,33.0,poireau,180.0,0.0,205.2,49.32,4.013999999999999,0.0,4.6080000000000005,0.0,3.24
Délice de poireaux et viande hachée,33.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Délice de poireaux et viande hachée,33.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Délice de poireaux et viande hachée,33.0,viande hachee,125.0,3.75,956.25,227.5,0.3,10.05,34.0,0.25,0.01375
Feuilles de blettes farcies à la viande,13.0,blette,4.0,0.0,2.444,0.588,0.0492,0.0,0.0279999999999999,0.01,0.032
Feuilles de blettes farcies à la viande,13.0,champignon de Pari,125.0,0.225,201.25,48.0,5.6625,0.75,5.55,0.035,0.0
Feuilles de blettes farcies à la viande,13.0,coriandre,2.0,0.00028,1.852,0.446,0.0174,0.0104,0.0426,0.0024,0.0174
Feuilles de blettes farcies à la viande,13.0,creme fraiche epaisse,7.5,0.03675,90.0,21.225,4.035,0.14025,0.8325,0.02625,0.1905
Feuilles de blettes farcies à la viande,13.0,oignons rouge,100.0,0.0,179.0,42.4,7.55,0.0,1.69,0.0,6.7
Feuilles de blettes farcies à la viande,13.0,paprika,2.0,0.0428,26.4,6.38,0.382,0.258,0.282,0.0034,0.206
Feuilles de blettes farcies à la viande,13.0,riz,50.0,0.038,307.5,72.5,15.9,0.205,1.53,0.0,0.0
Feuilles de blettes farcies à la viande,13.0,viande hachee,150.0,4.5,1147.5,273.0,0.36,12.059999999999995,40.8,0.3,0.0165
Feuilles de blettes farcies à la viande et au riz,11.0,blette,83.33333333333333,0.0,50.91666666666666,12.249999999999998,1.025,0.0,0.5833333333333333,0.2083333333333333,0.6666666666666667
Feuilles de blettes farcies à la viande et au riz,11.0,boeuf hache,33.333333333333336,2.216666666666667,321.00000000000006,77.00000000000001,0.0006,5.033333333333334,7.933333333333334,0.07,0.0
Feuilles de blettes farcies à la viande et au riz,11.0,bouillon,83.33333333333333,0.9,693.3333333333333,164.16666666666663,25.75,2.583333333333333,9.0,40.16666666666666,1.8333333333333333
Feuilles de blettes farcies à la viande et au riz,11.0,huile,7.5,1.0125,277.5,67.5,0.0,7.4925,0.01575,0.000735,0.0
Feuilles de blettes farcies à la viande et au riz,11.0,jus de citron,7.5,0.0019499999999999,,,0.093,0.01725,0.01875,0.0019499999999999,0.093
Feuilles de blettes farcies à la viande et au riz,11.0,mouton,66.66666666666667,,384.0,91.33333333333334,0.0,4.073333333333334,13.733333333333334,0.1466666666666666,
Feuilles de blettes farcies à la viande et au riz,11.0,oeuf,9.166666666666666,0.2740833333333333,52.70833333333333,12.65,0.0650833333333333,0.8680833333333333,1.1458333333333333,0.0183333333333333,0.0339166666666666
Feuilles de blettes farcies à la viande et au riz,11.0,oignon,16.666666666666668,0.0,28.16666666666667,6.700000000000001,1.1216666666666668,0.0,0.26,0.0,0.8333333333333335
Feuilles de blettes farcies à la viande et au riz,11.0,persil,5.0,0.005,9.0,2.15,0.174,0.0315,0.1855,0.0295,0.0475
Feuilles de blettes farcies à la viande et au riz,11.0,riz,25.0,0.019,153.75,36.25,7.95,0.1025,0.765,0.0,0.0
Feuilles de vigne farcies à la viande d'Hilda,7.0,ail,2.0,0.004,29.2,6.88,1.256,0.0154,0.3339999999999999,0.0022,0.0486
Feuilles de vigne farcies à la viande d'Hilda,7.0,concentre de tomate,2.5,0.002325,10.475,2.48,0.4275,0.01325,0.11,0.00675,0.3325
Feuilles de vigne farcies à la viande d'Hilda,7.0,eau,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6e-05,0.0
Feuilles de vigne farcies à la viande d'Hilda,7.0,feuilles de vigne,1.05,0.0089249999999999,6.5835,1.575,0.1953,0.06825,0.0276149999999999,0.01407,0.0084
Feuilles de vigne farcies à la viande d'Hilda,7.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Feuilles de vigne farcies à la viande d'Hilda,7.0,puree de piment,0.05,0.00163,0.78,0.188,0.0147,0.00865,0.006,3.75e-05,0.00515
Feuilles de vigne farcies à la viande d'Hilda,7.0,riz rond,2.0,0.0015199999999999,12.3,2.9,0.636,0.0081999999999999,0.0612,0.0,0.0
Feuilles de vigne farcies à la viande d'Hilda,7.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Feuilles de vigne farcies à la viande d'Hilda,7.0,viande hachee,5.0,0.15,38.25,9.1,0.012,0.4019999999999999,1.36,0.01,0.0005499999999999
Feuilletés à la viande et aux pignons,14.0,ail,2.0,0.004,29.2,6.88,1.256,0.0154,0.3339999999999999,0.0022,0.0486
Feuilletés à la viande et aux pignons,14.0,boeuf hache,37.5,2.49375,361.125,86.625,0.000675,5.6625,8.925,0.07875,0.0
Feuilletés à la viande et aux pignons,14.0,creme fraiche,3.75,0.018375,45.0,10.6125,2.0175,0.070125,0.41625,0.013125,0.09525
Feuilletés à la viande et aux pignons,14.0,herbes de Provence,2.0,0.0375999999999999,23.4,5.66,0.46,0.144,0.23,0.0017599999999999,0.37
Feuilletés à la viande et aux pignons,14.0,jaune d'oeuf,13.75,0.001925,,,1.0051249999999998,0.01375,0.0948749999999999,0.0,1.0051249999999998
Feuilletés à la viande et aux pignons,14.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Feuilletés à la viande et aux pignons,14.0,pate feuilletee,200.0,31.8,4440.0,1062.0,108.2,62.0,15.76,3.14,0.6
Feuilletés à la viande et aux pignons,14.0,pignon,12.5,0.69125,,,0.78875,8.125,2.025,0.002875,0.65125
Feuilletés à la viande et aux pignons,14.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Feuilletés à la viande et aux pignons,14.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Gratin de Courgettes à la viande,255.0,coulis de tomate,83.33333333333333,0.0666666666666666,,,7.1083333333333325,0.1666666666666666,1.708333333333333,0.7333333333333333,4.583333333333333
Gratin de Courgettes à la viande,255.0,courgette,200.0,0.2,129.8,31.0,2.8,0.72,1.86,0.196,2.78
Gratin de Courgettes à la viande,255.0,creme fraiche liquide,66.66666666666667,0.3266666666666667,800.0,188.66666666666669,35.86666666666667,1.2466666666666668,7.4,0.2333333333333333,1.6933333333333334
Gratin de Courgettes à la viande,255.0,gruyere rape,2.5,0.495,44.0,10.575,0.0,0.865,0.6975,0.02,0.0
Gratin de Courgettes à la viande,255.0,oignon,16.666666666666668,0.0,28.16666666666667,6.700000000000001,1.1216666666666668,0.0,0.26,0.0,0.8333333333333335
Gratin de Courgettes à la viande,255.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Gratin de Courgettes à la viande,255.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Gratin de Courgettes à la viande,255.0,viande hachee,58.333333333333336,1.75,446.25,106.16666666666669,0.14,4.69,15.866666666666667,0.1166666666666666,0.0064166666666666
Gratin de blettes à la viande,23.0,ail,5.0,0.01,73.0,17.2,3.14,0.0385,0.835,0.0055,0.1215
Gratin de blettes à la viande,23.0,bechamel,2.0,0.0922,,,0.124,0.148,0.0512,0.0138,0.062
Gratin de blettes à la viande,23.0,beurre,5.0,2.77,155.0,37.65,0.045,4.145,0.0344999999999999,0.00315,0.0414999999999999
Gratin de blettes à la viande,23.0,blette,25.0,0.0,15.275,3.675,0.3075,0.0,0.175,0.0625,0.2
Gratin de blettes à la viande,23.0,boeuf hache,125.0,8.3125,1203.75,288.75,0.00225,18.875,29.75,0.2625,0.0
Gratin de blettes à la viande,23.0,echalote,10.0,0.012,28.2,6.69,1.23,0.04,0.2,0.0,0.38
Gratin de blettes à la viande,23.0,gruyere rape,37.5,7.425,660.0,158.625,0.0,12.975,10.4625,0.3,0.0
Gratin de blettes à la viande,23.0,herbes de Provence,2.0,0.0375999999999999,23.4,5.66,0.46,0.144,0.23,0.0017599999999999,0.37
Gratin de blettes à la viande,23.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Gratin de blettes à la viande,23.0,poivre,2.0,0.0579999999999999,27.6,6.6,0.79,0.15,0.266,0.0007199999999999,0.0128
Gratin de blettes à la viande,23.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Gratin de cannellonis farcis à la viande hachée,17.0,ail,5.0,0.01,73.0,17.2,3.14,0.0385,0.835,0.0055,0.1215
Gratin de cannellonis farcis à la viande hachée,17.0,baguette,18.75,0.084375,228.75,53.8125,10.93125,0.2625,1.69875,0.24375,0.43125
Gratin de cannellonis farcis à la viande hachée,17.0,beurre,5.0,2.77,155.0,37.65,0.045,4.145,0.0344999999999999,0.00315,0.0414999999999999
