Nom recette,Nombre de commentaires,Ingrédient,Quantité,AG saturés (g),"Energie, Règlement UE N° 1169/2011 (kJ)","Energie, Règlement UE N° 1169/2011 (kcal)",Glucides (g),Lipides (g),Protéines (g),Sel chlorure de sodium (g),Sucres (g)
Couscous végétarien facile,27.0,graines de coriandre,2.5,0.024249999999999997,35.75,8.65,0.325,0.445,0.31,0.0021999999999999997,
Couscous végétarien facile,27.0,huile d'olive,7.5,1.14,277.5,67.5,0.0,7.4925,0.0,0.0,0.0
Couscous végétarien facile,27.0,margarine,25.0,7.3,650.0,157.75,0.06,17.5,0.0325,0.19,0.06
Couscous végétarien facile,27.0,navet,250.0,0.02,,,9.5,0.5,2.25,0.1825,7.25
Couscous végétarien facile,27.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Couscous végétarien facile,27.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Couscous végétarien facile,27.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Couscous végétarien facile,27.0,semoule,100.0,0.25,516.0,122.0,24.0,0.8,3.75,0.0,3.0
Couscous végétarien facile,27.0,tomate,125.0,0.0,105.375,25.125,3.7875,0.0,0.625,0.0,3.25
Croque monsieur au tofu,0.0,ail,2.5,0.005,36.5,8.6,1.57,0.01925,0.4175,0.0027500000000000003,0.06075
Croque monsieur au tofu,0.0,beurre,10.0,5.54,310.0,75.3,0.09,8.29,0.06899999999999999,0.0063,0.08299999999999999
Croque monsieur au tofu,0.0,fromage rape,18.75,3.3,247.5,60.0,0.0,4.96875,3.7875,0.31125,0.0039375
Croque monsieur au tofu,0.0,huile,3.75,0.50625,138.75,33.75,0.0,3.74625,0.007875,0.0003675,0.0
Croque monsieur au tofu,0.0,moutarde,3.75,0.0285,23.7,5.7,0.16237500000000002,0.42,0.2595,0.23625,0.06225
Croque monsieur au tofu,0.0,pain de mie,64.0,0.736,742.4,175.36,27.904,3.4624,6.1824,0.8256,2.8287999999999998
Croque monsieur au tofu,0.0,sauce soja,7.5,0.0006375,14.475,3.4125,0.273,0.0075,0.531,1.395,0.099
Croque monsieur au tofu,0.0,tofu nature Cereal Bio,25.0,0.3375,154.25,37.0,0.7175,2.125,3.675,0.00625,0.1425
Curry de légumes végétarien,66.0,ail,7.5,0.015,109.5,25.8,4.71,0.05775,1.2525,0.00825,0.18225000000000002
Curry de légumes végétarien,66.0,basilic,2.0,0.0026,2.9,0.696,0.051,0.009399999999999999,0.067,0.0005600000000000001,0.0074
Curry de légumes végétarien,66.0,carotte,100.0,0.019,78.8,18.9,2.6,0.1,0.55,0.051,1.3
Curry de légumes végétarien,66.0,citron vert,2.0,0.0,3.4,0.804,0.06280000000000001,0.0,0.0226,0.0003,0.042
Curry de légumes végétarien,66.0,concentre de tomate,7.5,0.006975,31.425,7.44,1.2825,0.03975,0.33,0.020250000000000004,0.9975
Curry de légumes végétarien,66.0,courgette,100.0,0.1,64.9,15.5,1.4,0.36,0.93,0.098,1.39
Curry de légumes végétarien,66.0,creme de coco,75.0,12.375,581.25,141.0,2.55,13.8,1.3275,0.05625,1.575
Curry de légumes végétarien,66.0,cumin,1.875,0.028875,33.375,8.00625,0.6318750000000001,0.418125,0.33375,0.007875,0.0421875
Curry de légumes végétarien,66.0,echalote,30.0,0.036,84.6,20.070000000000004,3.69,0.12,0.6,0.0,1.14
Curry de légumes végétarien,66.0,patate douce,50.0,0.021,132.5,31.4,6.1,0.075,0.845,0.0395,3.055
Curry de légumes végétarien,66.0,pate de curry,12.5,0.20625,153.75,37.625,0.32875,1.75,1.8125,0.01625,0.32875
Curry de légumes végétarien,66.0,petit piment,7.5,0.002325,,,0.5775,0.024,0.14025,0.0015,0.3975
Curry de légumes végétarien,66.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Curry de légumes végétarien,66.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Fajitas Végétariennes,2.0,basilic,2.0,0.0026,2.9,0.696,0.051,0.009399999999999999,0.067,0.0005600000000000001,0.0074
Fajitas Végétariennes,2.0,courgette,100.0,0.1,64.9,15.5,1.4,0.36,0.93,0.098,1.39
Fajitas Végétariennes,2.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.9980000000000002,0.0,0.0,0.0
Fajitas Végétariennes,2.0,melange d'epices pour chili,2.0,0.0036,,,1.43,0.022000000000000002,0.0588,0.009399999999999999,0.764
Fajitas Végétariennes,2.0,miel,2.0,0.0,,,1.6340000000000001,0.0,0.011200000000000002,0.0002,1.5959999999999999
Fajitas Végétariennes,2.0,mozzarella,40.0,4.68,377.2,90.8,0.3,7.08,6.44,0.24,0.28
Fajitas Végétariennes,2.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Fajitas Végétariennes,2.0,poivron,150.0,0.285,225.0,53.7,7.995,0.9,1.5,0.0,7.35
Fajitas Végétariennes,2.0,puree de piment,2.0,0.0652,31.2,7.52,0.588,0.34600000000000003,0.24,0.0015,0.20600000000000002
Fajitas Végétariennes,2.0,sauce hamburger,2.0,0.0564,20.6,4.92,0.5660000000000001,0.16879999999999998,0.266,0.0246,0.11900000000000001
Fajitas Végétariennes,2.0,sauce soja,2.0,0.00017,3.86,0.91,0.0728,0.002,0.1416,0.37200000000000005,0.0264
Fajitas Végétariennes,2.0,tomates pelee,2.0,0.0009,1.538,0.366,0.0378,0.005600000000000001,0.021400000000000002,0.005600000000000001,0.037599999999999995
Fajitas végétarienne pour l'été,5.0,carotte,156.25,0.0296875,123.125,29.53125,4.0625,0.15625,0.859375,0.0796875,2.03125
Fajitas végétarienne pour l'été,5.0,concombre,100.0,0.0,61.6,14.7,2.23,0.0,0.56,0.0,1.8
Fajitas végétarienne pour l'été,5.0,jus de citron,2.0,0.00052,,,0.0248,0.0046,0.005,0.00052,0.0248
Fajitas végétarienne pour l'été,5.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Fajitas végétarienne pour l'été,5.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Farce à légumes (végétarien),5.0,ail,5.0,0.01,73.0,17.2,3.14,0.0385,0.835,0.0055000000000000005,0.1215
Farce à légumes (végétarien),5.0,amandes en poudre,22.5,2.9475,544.5,130.95,0.69975,9.45,10.7775,0.28125,0.0675
Farce à légumes (végétarien),5.0,coriandre,20.0,0.0028000000000000004,18.52,4.46,0.174,0.10400000000000001,0.42599999999999993,0.024,0.174
Farce à légumes (végétarien),5.0,huile d'olive,22.5,3.42,832.5,202.5,0.0,22.4775,0.0,0.0,0.0
Farce à légumes (végétarien),5.0,miso,7.5,0.07575,,,1.3575,0.39824999999999994,0.8775,0.62625,0.465
Farce à légumes (végétarien),5.0,muscade,2.0,0.518,42.0,10.14,0.57,0.726,0.1252,0.0008,0.059800000000000006
Farce à légumes (végétarien),5.0,oignon,100.0,0.0,169.0,40.2,6.73,0.0,1.56,0.0,5.0
Farce à légumes (végétarien),5.0,pain,32.0,0.1184,374.4,88.32,17.408,0.5152,2.8832,0.4096,0.8768
Farce à légumes (végétarien),5.0,poivre blanc,2.0,0.0126,26.0,6.2,0.966,0.042199999999999994,0.228,0.00026,
Farce à légumes (végétarien),5.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Farce à légumes (végétarien),5.0,tapenade noire,7.5,0.2025,,,0.195,1.725,0.0975,0.24,0.015
"Farce, boulette, fausse viande, végétarien/vegan",3.0,ail,5.0,0.01,73.0,17.2,3.14,0.0385,0.835,0.0055000000000000005,0.1215
"Farce, boulette, fausse viande, végétarien/vegan",3.0,amande,6.25,0.256875,,,0.594375,3.20625,1.4125,0.0,0.2625
"Farce, boulette, fausse viande, végétarien/vegan",3.0,champignon,62.5,0.034375,57.0,13.5625,1.175,0.14375,1.48125,0.0075,0.89375
"Farce, boulette, fausse viande, végétarien/vegan",3.0,chapelure,37.5,0.3525,592.5,140.25,26.25,1.41375,4.7625,0.6825,2.5875
"Farce, boulette, fausse viande, végétarien/vegan",3.0,cumin,2.5,0.0385,44.5,10.675,0.8425,0.5575,0.445,0.0105,0.05625
"Farce, boulette, fausse viande, végétarien/vegan",3.0,eau,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0011875,0.0
"Farce, boulette, fausse viande, végétarien/vegan",3.0,farine complete,2.5,0.0032500000000000003,37.75,8.9,1.8975,0.020499999999999997,0.24849999999999997,0.00245,0.010249999999999999
"Farce, boulette, fausse viande, végétarien/vegan",3.0,feuilles de coriandre,8.75,0.001225,8.1025,1.95125,0.076125,0.0455,0.18637499999999999,0.0105,0.076125
"Farce, boulette, fausse viande, végétarien/vegan",3.0,gingembre,0.625,0.01625,8.8125,2.09375,0.364375,0.026500000000000003,0.05612500000000001,0.00042500000000000003,0.021187499999999998
"Farce, boulette, fausse viande, végétarien/vegan",3.0,huile d'olive,7.5,1.14,277.5,67.5,0.0,7.4925,0.0,0.0,0.0
"Farce, boulette, fausse viande, végétarien/vegan",3.0,noisette,6.25,0.296875,,,0.4475,3.55625,1.0625,0.0,0.30625
"Farce, boulette, fausse viande, végétarien/vegan",3.0,noix,7.5,0.48375,,,0.516,5.0475,1.1775,0.0,0.225
"Farce, boulette, fausse viande, végétarien/vegan",3.0,noix de cajou,30.0,3.15,,,8.01,14.85,5.4,0.345,2.403
"Farce, boulette, fausse viande, végétarien/vegan",3.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
"Farce, boulette, fausse viande, végétarien/vegan",3.0,paprika,1.25,0.026750000000000003,16.5,3.9875,0.23875,0.16125,0.17625,0.002125,0.12875
"Farce, boulette, fausse viande, végétarien/vegan",3.0,piment de Cayenne,0.625,0.020374999999999997,9.75,2.35,0.18375,0.108125,0.075,0.00046875,0.064375
"Farce, boulette, fausse viande, végétarien/vegan",3.0,poivre,0.125,0.0036249999999999998,1.725,0.4125,0.049375,0.009375,0.016625,4.4999999999999996e-05,0.0008
"Farce, boulette, fausse viande, végétarien/vegan",3.0,sel,0.125,,0.0,0.0,0.0,0.0,0.0,0.100625,0.0
Flammekueche végétarienne,3.0,courgette,25.0,0.025,16.225,3.875,0.35,0.09,0.2325,0.0245,0.3475
Flammekueche végétarienne,3.0,creme fraiche epaisse,25.0,0.1225,300.0,70.75,13.45,0.4675,2.775,0.0875,0.635
Flammekueche végétarienne,3.0,germes de soja,2.0,0.0,,,0.068,0.0,0.0562,0.00086,0.068
Flammekueche végétarienne,3.0,munster,0.625,0.1175,8.875,2.15,0.0,0.18125,0.129375,0.011125000000000001,0.0
Flammekueche végétarienne,3.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Flammekueche végétarienne,3.0,pate a pizza,50.0,1.965,489.5,116.5,13.65,4.195,5.4,0.635,1.465
Flammekueche végétarienne,3.0,pommes de terre,87.5,0.02275,341.25,80.41250000000001,17.587500000000002,0.0875,1.715,0.00315,1.4875
Flammekueche végétarienne,3.0,sauce soja,1.25,0.00010625000000000001,2.4125,0.56875,0.0455,0.00125,0.0885,0.2325,0.0165
"Frichti végétarien complet et savoureux aux lentilles, pommes de terre et poireaux",4.0,epice,2.0,0.0968,28.8,6.92,0.754,0.20800000000000002,0.248,0.00096,0.042800000000000005
"Frichti végétarien complet et savoureux aux lentilles, pommes de terre et poireaux",4.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.9980000000000002,0.0,0.0,0.0
"Frichti végétarien complet et savoureux aux lentilles, pommes de terre et poireaux",4.0,lentille,50.0,0.065,,,8.15,0.35,4.85,0.0,0.2
"Frichti végétarien complet et savoureux aux lentilles, pommes de terre et poireaux",4.0,poireau,30.0,0.0,34.2,8.22,0.669,0.0,0.768,0.0,0.54
"Frichti végétarien complet et savoureux aux lentilles, pommes de terre et poireaux",4.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
"Frichti végétarien complet et savoureux aux lentilles, pommes de terre et poireaux",4.0,pomme de terre,2.0,0.00052,7.8,1.838,0.402,0.002,0.0392,7.2e-05,0.034
"Frichti végétarien complet et savoureux aux lentilles, pommes de terre et poireaux",4.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
"Frichti végétarien complet et savoureux aux lentilles, pommes de terre et poireaux",4.0,tomate,62.5,0.0,52.6875,12.5625,1.89375,0.0,0.3125,0.0,1.625
Galette végétarienne (steak végétal),6.0,cumin,1.25,0.01925,22.25,5.3375,0.42125,0.27875,0.2225,0.00525,0.028125
Galette végétarienne (steak végétal),6.0,curry,1.25,0.020625,15.375,3.7625,0.032874999999999995,0.175,0.18125,0.0016250000000000001,0.032874999999999995
Galette végétarienne (steak végétal),6.0,farine,3.75,0.004875000000000001,56.625,13.35,2.84625,0.030749999999999996,0.37274999999999997,0.003675,0.015374999999999998
Galette végétarienne (steak végétal),6.0,huile,50.0,6.75,1850.0,450.0,0.0,49.95,0.105,0.0049,0.0
Galette végétarienne (steak végétal),6.0,huile de tournesol,3.75,0.41625,138.75,33.7875,0.0,3.75,0.0,0.0009375,0.0
Galette végétarienne (steak végétal),6.0,oeuf,13.75,0.411125,79.0625,18.975,0.09762499999999999,1.302125,1.71875,0.0275,0.050875000000000004
Galette végétarienne (steak végétal),6.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Galette végétarienne (steak végétal),6.0,persil,1.25,0.00125,2.25,0.5375,0.0435,0.007875,0.046375,0.007375,0.011875
Galette végétarienne (steak végétal),6.0,pois chiche,5.0,0.023000000000000003,30.9,7.35,0.885,0.15,0.41550000000000004,0.00135,0.015
Galette végétarienne (steak végétal),6.0,poivre,1.25,0.03625,17.25,4.125,0.49375,0.09375,0.16625,0.00045,0.008
Galette végétarienne (steak végétal),6.0,sel,2.5,,0.0,0.0,0.0,0.0,0.0,2.0125,0.0
Hachis parmentier végétarien,131.0,ail,2.5,0.005,36.5,8.6,1.57,0.01925,0.4175,0.0027500000000000003,0.06075
Hachis parmentier végétarien,131.0,carotte,93.75,0.0178125,73.875,17.718749999999996,2.4375,0.09375,0.5156250000000001,0.0478125,1.21875
Hachis parmentier végétarien,131.0,celeri,2.5,,,,0.115,0.0215,0.0325,0.00375,0.07
Hachis parmentier végétarien,131.0,huile d'olive,7.5,1.14,277.5,67.5,0.0,7.4925,0.0,0.0,0.0
Hachis parmentier végétarien,131.0,navet,62.5,0.005,,,2.375,0.125,0.5625,0.045625,1.8125
Hachis parmentier végétarien,131.0,oignon,50.0,0.0,84.5,20.1,3.365,0.0,0.78,0.0,2.5
Hachis parmentier végétarien,131.0,pain de mie,8.0,0.092,92.8,21.92,3.488,0.4328,0.7728,0.1032,0.35359999999999997
Hachis parmentier végétarien,131.0,persil,5.0,0.005,9.0,2.15,0.174,0.0315,0.1855,0.0295,0.0475
Hachis parmentier végétarien,131.0,poireau,30.0,0.0,34.2,8.22,0.669,0.0,0.768,0.0,0.54
Hachis parmentier végétarien,131.0,pommes de terre,175.0,0.0455,682.5,160.82500000000002,35.175000000000004,0.175,3.43,0.0063,2.975
Hachis parmentier végétarien,131.0,sauce soja,1.25,0.00010625000000000001,2.4125,0.56875,0.0455,0.00125,0.0885,0.2325,0.0165
Hachis parmentier végétarien façon Lina,11.0,carotte,62.5,0.011875,49.25,11.8125,1.625,0.0625,0.34375,0.031875,0.8125
Hachis parmentier végétarien façon Lina,11.0,champignon de Pari,50.0,0.09,80.5,19.2,2.265,0.3,2.22,0.014000000000000002,0.0
Hachis parmentier végétarien façon Lina,11.0,concentre de tomate,62.5,0.058125,261.875,62.0,10.6875,0.33125,2.75,0.16875,8.3125
Hachis parmentier végétarien façon Lina,11.0,creme fraiche,50.0,0.245,600.0,141.5,26.9,0.935,5.55,0.175,1.27
Hachis parmentier végétarien façon Lina,11.0,cube de bouillon,12.5,0.135,104.0,24.625,3.8625,0.3875,1.35,6.025,0.275
Hachis parmentier végétarien façon Lina,11.0,haricots rouge,200.0,0.38,974.0,232.0,24.6,1.2,19.26,0.042,1.0
Hachis parmentier végétarien façon Lina,11.0,mozzarella,31.25,3.65625,294.6875,70.9375,0.234375,5.53125,5.031250000000001,0.1875,0.21875
Hachis parmentier végétarien façon Lina,11.0,muscade,1.25,0.32375,26.25,6.3375,0.35625,0.45375,0.07824999999999999,0.0005,0.037375000000000005
Hachis parmentier végétarien façon Lina,11.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Hachis parmentier végétarien façon Lina,11.0,poivre,1.25,0.03625,17.25,4.125,0.49375,0.09375,0.16625,0.00045,0.008
Hachis parmentier végétarien façon Lina,11.0,pomme de terre,250.0,0.065,975.0,229.75,50.25,0.25,4.9,0.009000000000000001,4.25
Hachis parmentier végétarien façon Lina,11.0,sel,1.25,,0.0,0.0,0.0,0.0,0.0,1.00625,0.0
Hachis parmentier végétarien façon Lina,11.0,vin blanc,50.0,0.0,,,2.02,0.0,0.0,0.00315,0.085
Hamburger Végétarien ,56.0,chapelure,2.0,0.018799999999999997,31.6,7.48,1.4,0.0754,0.254,0.0364,0.138
Hamburger Végétarien ,56.0,cornichon,2.0,0.0,1.6380000000000001,0.38799999999999996,0.015600000000000001,0.0,0.0212,0.0344,0.012
Hamburger Végétarien ,56.0,epice,2.0,0.0968,28.8,6.92,0.754,0.20800000000000002,0.248,0.00096,0.042800000000000005
Hamburger Végétarien ,56.0,farine,6.0,0.0078000000000000005,90.6,21.36,4.554,0.0492,0.5964,0.005880000000000001,0.0246
Hamburger Végétarien ,56.0,mayonnaise,2.0,0.1454,,,0.0524,1.504,0.027200000000000002,0.0278,0.0206
Hamburger Végétarien ,56.0,oeuf,11.0,0.3289,63.25,15.18,0.0781,1.0417,1.375,0.022000000000000002,0.0407
Hamburger Végétarien ,56.0,oignon,20.0,0.0,33.8,8.04,1.3460000000000003,0.0,0.31200000000000006,0.0,1.0
Hamburger Végétarien ,56.0,pains pour hamburger,96.0,0.8448,1190.4,281.28,47.71200000000001,5.135999999999999,9.552,1.0944,5.6448
Hamburger Végétarien ,56.0,salade,0.8,0.0,0.4744,0.11440000000000002,0.00824,0.0,0.00904,0.000184,0.0048
Hamburger Végétarien ,56.0,toastinette,25.6,3.1488000000000005,261.12,62.976000000000006,1.36704,4.736000000000001,3.5328000000000004,0.62976,1.2672
Hamburgers végétariens aux lentilles corail,5.0,champignon,2.0,0.0011,1.824,0.434,0.037599999999999995,0.0046,0.047400000000000005,0.00024,0.0286
Hamburgers végétariens aux lentilles corail,5.0,chapelure,18.75,0.17625,296.25,70.125,13.125,0.706875,2.38125,0.34125,1.29375
Hamburgers végétariens aux lentilles corail,5.0,coriandre,2.0,0.00028000000000000003,1.8519999999999999,0.446,0.0174,0.0104,0.0426,0.0024,0.0174
Hamburgers végétariens aux lentilles corail,5.0,cornichon,20.0,0.0,16.38,3.88,0.15600000000000003,0.0,0.21200000000000002,0.344,0.12
Hamburgers végétariens aux lentilles corail,5.0,cumin en poudre,1.25,0.01925,22.25,5.3375,0.42125,0.27875,0.2225,0.00525,0.028125
Hamburgers végétariens aux lentilles corail,5.0,echalote,10.0,0.012,28.2,6.69,1.23,0.04,0.2,0.0,0.38
Hamburgers végétariens aux lentilles corail,5.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.9980000000000002,0.0,0.0,0.0
Hamburgers végétariens aux lentilles corail,5.0,ketchup,2.0,0.0013800000000000002,8.4,1.98,0.428,0.0038,0.0254,0.0518,0.41600000000000004
Hamburgers végétariens aux lentilles corail,5.0,lentilles corail,62.5,0.0875,,,28.0625,0.5,17.3125,0.0,0.80625
Hamburgers végétariens aux lentilles corail,5.0,mayonnaise,2.0,0.1454,,,0.0524,1.504,0.027200000000000002,0.0278,0.0206
Hamburgers végétariens aux lentilles corail,5.0,moutarde,2.0,0.0152,12.64,3.04,0.0866,0.22399999999999998,0.1384,0.126,0.0332
Hamburgers végétariens aux lentilles corail,5.0,oeuf,13.75,0.411125,79.0625,18.975,0.09762499999999999,1.302125,1.71875,0.0275,0.050875000000000004
Hamburgers végétariens aux lentilles corail,5.0,oignon rouge,25.0,0.0,44.75,10.6,1.8875,0.0,0.4225,0.0,1.675
Hamburgers végétariens aux lentilles corail,5.0,pains pour hamburger,120.0,1.056,1488.0,351.6,59.64,6.42,11.94,1.3679999999999999,7.056
Hamburgers végétariens aux lentilles corail,5.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Hamburgers végétariens aux lentilles corail,5.0,salade,1.0,0.0,0.593,0.14300000000000002,0.0103,0.0,0.0113,0.00023,0.006
Hamburgers végétariens aux lentilles corail,5.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Hamburgers végétariens aux lentilles corail,5.0,toastinette,32.0,3.9360000000000004,326.4,78.72,1.7087999999999999,5.92,4.416,0.7872,1.584
Lasagne végétarienne aux 8 légumes,13.0,Parmesan,2.0,0.41200000000000003,33.8,8.12,0.0,0.62,0.61,0.031400000000000004,0.0
Lasagne végétarienne aux 8 légumes,13.0,ail,1.6666666666666667,0.0033333333333333335,24.333333333333336,5.733333333333333,1.0466666666666666,0.012833333333333334,0.2783333333333333,0.0018333333333333335,0.04050000000000001
Lasagne végétarienne aux 8 légumes,13.0,aubergine,133.33333333333334,0.045333333333333344,,,3.186666666666667,0.1866666666666667,1.4933333333333336,0.008400000000000001,3.186666666666667
Lasagne végétarienne aux 8 légumes,13.0,beurre,16.666666666666668,9.233333333333334,516.6666666666667,125.5,0.15000000000000002,13.81666666666667,0.115,0.0105,0.13833333333333334
Lasagne végétarienne aux 8 légumes,13.0,celeri,1.6666666666666667,,,,0.07666666666666666,0.014333333333333333,0.02166666666666667,0.0025,0.04666666666666667
Lasagne végétarienne aux 8 légumes,13.0,champignon,41.666666666666664,0.022916666666666665,38.0,9.041666666666666,0.7833333333333333,0.09583333333333334,0.9875,0.005,0.5958333333333333
Lasagne végétarienne aux 8 légumes,13.0,courgette,66.66666666666667,0.06666666666666668,43.26666666666667,10.333333333333336,0.9333333333333332,0.24,0.6200000000000001,0.06533333333333334,0.9266666666666667
Lasagne végétarienne aux 8 légumes,13.0,emmental,2.0,0.39399999999999996,31.0,7.46,0.0,0.5760000000000001,0.546,0.012199999999999999,0.0
Lasagne végétarienne aux 8 légumes,13.0,farine,16.666666666666668,0.02166666666666667,251.66666666666669,59.33333333333334,12.650000000000002,0.13666666666666666,1.6566666666666665,0.016333333333333335,0.06833333333333333
Lasagne végétarienne aux 8 légumes,13.0,huile d'olive,2.0,0.304,74.0,18.0,0.0,1.9980000000000002,0.0,0.0,0.0
Lasagne végétarienne aux 8 légumes,13.0,lait,2500.0,26.5,4975.0,1182.5,120.5,39.75,83.0,2.3,115.5
Lasagne végétarienne aux 8 légumes,13.0,lasagne,5.0,0.2615,37.45,8.95,0.7,0.51,0.35,0.0425,0.115
Lasagne végétarienne aux 8 légumes,13.0,muscade,2.0,0.518,42.0,10.14,0.57,0.726,0.1252,0.0008,0.059800000000000006
Lasagne végétarienne aux 8 légumes,13.0,oignon,16.666666666666668,0.0,28.16666666666667,6.700000000000001,1.1216666666666668,0.0,0.26,0.0,0.8333333333333335
Lasagne végétarienne aux 8 légumes,13.0,origan,2.0,0.031,22.0,5.3,0.528,0.08560000000000001,0.18,0.00126,0.0818
Lasagne végétarienne aux 8 légumes,13.0,pois,66.66666666666667,0.10666666666666667,,,10.866666666666667,0.9933333333333334,5.733333333333333,0.007333333333333334,2.566666666666667
Lasagne végétarienne aux 8 légumes,13.0,poivre,2.0,0.057999999999999996,27.6,6.6,0.79,0.15,0.266,0.0007199999999999999,0.0128
Lasagne végétarienne aux 8 légumes,13.0,romarin,2.0,0.1474,27.0,6.56,0.43,0.304,0.09759999999999999,0.0026,
Lasagne végétarienne aux 8 légumes,13.0,sel,2.0,,0.0,0.0,0.0,0.0,0.0,1.61,0.0
Lasagne végétarienne aux 8 légumes,13.0,tomates pelee,83.33333333333333,0.0375,64.08333333333333,15.25,1.5749999999999997,0.23333333333333336,0.8916666666666667,0.23333333333333336,1.5666666666666667
Lasagne végétarienne courge spaghetti et ses petits légumes,4.0,creme vegetale,41.666666666666664,1.2,132.5,31.75,2.2,1.7916666666666665,1.3291666666666666,0.04583333333333333,1.85
Lasagne végétarienne courge spaghetti et ses petits légumes,4.0,gruyere rape,33.333333333333336,6.600000000000001,586.6666666666667,141.00000000000003,0.0,11.533333333333335,9.3,0.2666666666666667,0.0
Lasagne végétarienne courge spaghetti et ses petits légumes,4.0,legume,83.33333333333333,0.38333333333333336,243.33333333333331,58.16666666666666,3.0,2.5,5.333333333333334,0.575,2.158333333333333
Lasagne végétarienne courge spaghetti et ses petits légumes,4.0,pates a lasagne,2.0,0.10460000000000001,14.98,3.58,0.28,0.204,0.14,0.017,0.046
Lasagne végétarienne à la crème de pâtisson,11.0,ail,5.0,0.01,73.0,17.2,3.14,0.0385,0.835,0.0055000000000000005,0.1215
Lasagne végétarienne à la crème de pâtisson,11.0,fromage,2.0,0.35200000000000004,26.4,6.4,0.0,0.53,0.40399999999999997,0.0332,0.00042
Lasagne végétarienne à la crème de pâtisson,11.0,herbes de Provence,2.0,0.037599999999999995,23.4,5.66,0.46,0.14400000000000002,0.23,0.0017599999999999998,0.37
Lasagne végétarienne à la crème de pâtisson,11.0,kiri,100.0,11.3,,,24.1,18.9,10.6,1.36,3.1
Lasagne végétarienne à la crème de pâtisson,11.0,lait,125.0,1.325,248.75,59.125,6.025,1.9875,4.15,0.115,5.775
Lasagne végétarienne à la crème de pâtisson,11.0,lasagne,7.5,0.39225,56.175,13.425,1.05,0.765,0.525,0.06375,0.1725
Lasagne végétarienne à la crème de pâtisson,11.0,oignon,25.0,0.0,42.25,10.05,1.6825,0.0,0.39,0.0,1.25
Lasagne végétarienne à la crème de pâtisson,11.0,patisson,100.0,,,,,,,,
Lasagne végétarienne à la crème de pâtisson,11.0,quorn,2.0,,,,,,,,
Lasagne végétarienne à la crème de pâtisson,11.0,tomate,187.5,0.0,158.0625,37.68750000000001,5.68125,0.0,0.9375,0.0,4.875
Lasagnes au tofu soyeux et à la sauce tomate,0.0,fromage rape,50.0,8.8,660.0,160.0,0.0,13.25,10.1,0.83,0.0105
Lasagnes au tofu soyeux et à la sauce tomate,0.0,huile,7.5,1.0125,277.5,67.5,0.0,7.4925,0.01575,0.000735,0.0
Lasagnes au tofu soyeux et à la sauce tomate,0.0,oignon,75.0,0.0,126.75,30.15,5.0475,0.0,1.17,0.0,3.75
Lasagnes au tofu soyeux et à la sauce tomate,0.0,pates a lasagne,800.0,41.84,5992.0,1432.0,112.0,81.6,56.0,6.8,18.4
Lasagnes au tofu soyeux et à la sauce tomate,0.0,tofu soyeux Cereal Bio,100.0,0.47,227.0,54.3,1.53,2.9,5.0,0.0,1.13
Lasagnes au tofu soyeux et à la sauce tomate,0.0,tomates concassee,150.0,0.0,126.45,30.15,4.544999999999999,0.0,0.75,0.0,3.9
Lasagnes aux steaks végétariens,3.0,Parmesan,8.333333333333334,1.7166666666666668,140.83333333333334,33.833333333333336,0.0,2.583333333333334,2.541666666666667,0.13083333333333333,0.0
Lasagnes aux steaks végétariens,3.0,ail,1.6666666666666667,0.0033333333333333335,24.333333333333336,5.733333333333333,1.0466666666666666,0.012833333333333334,0.2783333333333333,0.0018333333333333335,0.04050000000000001
Lasagnes aux steaks végétariens,3.0,beurre,16.666666666666668,9.233333333333334,516.6666666666667,125.5,0.15000000000000002,13.81666666666667,0.115,0.0105,0.13833333333333334
